,Lot Number,Product,Date,Shop Order,requested_qty,packaging,resin,colorant,Formula Sheet,misc,lid component lid,label,lid assembly,PRINTER ACCESSORIES,SILICON FLUID,rubber tip,ifu,pad,label stock,label kit,purging solvent,lid component hood,lid component,PAD,LABEL,barrel,lid component rotor,lid,lid component door,lid component cap,lid component washer,container,TRAY,fg,lid component cowl,bracket key,cannula,tip cap,NC
1842,20G12763,85121,20201021.0,193608,1275.0,R1246D,RM171,,FS10003096,,,,WP8510,,,,PT00006610,,R4415,,,,,,,,,,,,,,,,,,,,0
1843,20G12863,85221R,20201028.0,193609,6786.0,,RM171,RM170,FS10003118,,,,WP8520N,,,,PT00006610,,R4415,,,,,,,,,,,,,,,,,,,,0
1844,20G12963,8527R,20200902.0,193610,2304.0,PT00049846,RM171,RM170,FS10003126,,,,WP8526,,,,PT00012105,,R4415,,,,,,,,,,,,,,,,,,,,0
1845,20G13163,8605RC,20201110.0,193612,512.0,,RM004,,FS10027014,,,R4395,PT00075580,,,,PT00006651,,R4415,WP0003PKG,,,,,,,,,,,,,,,,,,,0
1846,20G13463,8906,20200909.0,193615,702.0,CL63R1796,RM129,RM026,FS10003169,,,,,,,,PT00006610,,R4415,,,,,,,,,,,,,,,,,,,,0
1847,20G13563,8931PG2,20201028.0,193616,320.0,R1292D,RM176,RM026,FS10003748,,,,PT00013694,,,,PT00012138,R5097,R4415,,,,,,,,,,,,,,,,,,,,0
1848,20G13763,8935,20200916.0,193618,1560.0,R1292D,RM165,,FS20001205,,,,WP8935,,,,PT00006635,,R4415,,,,,,,,,,,,,,,,,,,,0
1849,20G13863,8970,20201118.0,193619,5772.0,R1528A,RM129,PT00065936,FS10003203,,,,WP8979,,,,PT00006610,,R4415,,,,,,,,,,,,,,,,,,,,0
1850,20G13963,8970Y,20200916.0,193620,1512.0,PT00044733,RM171,RM260,FS10003205,,,,WP8979,,,,PT00006610,,R4415,,,,,,,,,,,,,,,,,,,,0
1851,20G14263,8979C,20200902.0,193623,320.0,PT00044733,RM171,RM170,FS10003208,,,,WP8979,,,,PT00006610,,R4415,,,,,,,,,,,,,,,,,,,,0
1852,20G14363,8979MW,20200930.0,193624,196.0,R1528A,RM165,,FS10003209,,,,WP8979,,,,PT00006610,,R4415,,,,,,,,,,,,,,,,,,,,0
1853,20G14463,8980,20201028.0,193625,2232.0,R1644A,RM165,,FS10003210,,,,WP8980-C,,,,PT00012105,,R4415,,,,,,,,,,,,,,,,,,,,1
1854,20G14863,8997SPG2,20200902.0,193629,360.0,R1644A,RM129,PT00065936,FS10003743,,,,WP7449,,,,PT00012137,R5097,R4415,,,,,,,,,,,,,,,,,,,,0
1855,20G14963X,8881112599,20200805.0,193630,624.0,5500149,0301001,,FS10028544,,,,,EXP5050,PT00009994,4006202,,,5241008,,,,,,,,,,,,,,,,,,,,0
1856,20G15063X,8881112599,20200805.0,193631,624.0,5500149,0301001,,FS10028544,,,,,EXP5050,PT00009994,4006202,,,5241008,,,,,,,,,,,,,,,,,,,,0
1857,20G15163X,8881112599,20200803.0,193632,624.0,5500149,0301001,,FS10028544,,,,,EXP5050,PT00009994,4006202,,,5241008,,,,,,,,,,,,,,,,,,,,0
1858,20G15263X,8881112599,20200812.0,193633,624.0,5500149,0301001,,FS10028544,,,,,EXP5050,PT00009994,4006202,,,5241008,,,,,,,,,,,,,,,,,,,,0
1859,20G15363X,8881112599,20200826.0,193634,624.0,5500149,0301001,,FS10028544,,,,,EXP5050,PT00009994,4006202,,,5241008,,,,,,,,,,,,,,,,,,,,0
1860,20G15463X,8881112083,20200812.0,193635,240.0,5000109,0301001,,FS10017988,,,,,PT00033969,PT00009994,4101801,,,5241008,,,,,,,,,,,,,,,,,,,,0
1861,20G15563X,8881112083,20200819.0,193636,240.0,5000109,0301001,,FS10017988,,,,,PT00033969,PT00009994,4101801,,,5241008,,,,,,,,,,,,,,,,,,,,0
1862,20G15663,R7642B,20200812.0,193637,144000.0,,0301009,,DC00005093,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
1863,20G15763X,4502570,20200728.0,193640,335000.0,5542735,0301001,,DC00056758,,,,,EXP5050,PT00009994,4001204,,,,,,,,,,,,,,,,,,,,,,,1
1864,20G15863X,4502570,20200805.0,193641,335000.0,5542735,0301001,,DC00056758,,,,,EXP5050,PT00009994,4001204,,,,,,,,,,,,,,,,,,,,,,,0
1865,20G15963X,4502570,20200805.0,193642,335000.0,5542735,0301001,,DC00056758,,,,,EXP5050,PT00009994,4001204,,,,,,,,,,,,,,,,,,,,,,,0
1866,20G16063X,4502570,20200805.0,193643,335000.0,5542735,0301001,,DC00056758,,,,,EXP5050,PT00009994,4001204,,,,,,,,,,,,,,,,,,,,,,,0
1867,20G16163X,4502570,20200805.0,193644,335000.0,5542735,0301001,,DC00056758,,,,,EXP5050,PT00009994,4001204,,,,,,,,,,,,,,,,,,,,,,,0
1868,20G16263X,4502570,20200805.0,193645,335000.0,5542735,0301001,,DC00056758,,,,,EXP5050,PT00009994,4001204,,,,,,,,,,,,,,,,,,,,,,,0
1869,20G16463X,4502570,20200805.0,193674,335000.0,5542735,0301001,,DC00056758,,,,,EXP5050,PT00009994,4001204,,,,,,,,,,,,,,,,,,,,,,,0
1870,20G16563X,4502570,20200806.0,193675,335000.0,5542735,0301001,,DC00056758,,,,,EXP5050,PT00009994,4001204,,,,,,,,,,,,,,,,,,,,,,,0
1871,20G16663X,4502570,20200812.0,193676,335000.0,5542735,0301001,,DC00056758,,,,,EXP5050,PT00009994,4001204,,,,,,,,,,,,,,,,,,,,,,,0
1872,20G16763X,4502570,20200812.0,193677,335000.0,5542735,0301001,,DC00056758,,,,,EXP5050,PT00009994,4001204,,,,,,,,,,,,,,,,,,,,,,,0
1873,20G16863X,4502570,20200812.0,193678,335000.0,5542735,0301001,,DC00056758,,,,,EXP5050,PT00009994,4001204,,,,,,,,,,,,,,,,,,,,,,,0
1874,20G16963X,4502570,20200812.0,193679,335000.0,5542735,0301001,,DC00056758,,,,,EXP5050,PT00009994,4001204,,,,,,,,,,,,,,,,,,,,,,,0
1875,20G17063X,4502570,20200812.0,193680,335000.0,5542735,0301001,,DC00056758,,,,,EXP5050,PT00009994,4001204,,,,,,,,,,,,,,,,,,,,,,,0
1876,20G17163X,8881907102,20200805.0,193681,288.0,5000231,0301001,,FS10017466,,,,,PT00006657,PT00009994,4101801,,,PT00006674,,,,,,,,,,,,,,,,,,,7777129656,0
1877,20G17363X,8881907102,20200806.0,193683,288.0,5000231,0301001,,FS10017466,,,,,PT00006657,PT00009994,4101801,,,PT00006674,,,,,,,,,,,,,,,,,,,7777129656,0
1878,20G17463X,1181200777,20200812.0,193684,420.0,5170969,0301001,,FS10017237,,,,,PT00033969,PT00009994,4001801,,,5241008R,,,,,,,,,,,,,,,,,,,,0
1879,20G17563X,1181200777,20200812.0,193685,420.0,5170969,0301001,,FS10017237,,,,,PT00033969,PT00009994,4001801,,,5241008R,,,,,,,,,,,,,,,,,,,,0
1880,20G17663X,1181200777,20200819.0,193686,397.0,5170969,0301001,,FS10017237,,,,,PT00033969,PT00009994,4001801,,,5241008R,,,,,,,,,,,,,,,,,,,,0
1881,20G17763X,1181200777,20200819.0,193687,347.0,5170969,0301001,,FS10017237,,,,,PT00033969,PT00009994,4001801,,,5241008R,,,,,,,,,,,,,,,,,,,,0
1882,20G18563,31300878,20201001.0,193694,2436.0,PT00044733,RM171,RM260,FS10002818,,,,WP7102,,,,PT00006643,,R4415,,,,,,,,,,,,,,,,,,,,0
1883,20G18663,31323358,20201110.0,193695,1428.0,,RM004,RM260,FS10006098,,,,PT00075579,,,,PT00067913,,R4415,,,,,,,,,,,,,,,,,,,,0
1884,20G18763,8506SA,20200914.0,193696,2400.0,CL63R1776,RM171,,FS10003084,,,,,X98146,,,PT00006610,,R4415,,,,,,,,,,,,,,,,,,,,0
1885,20G19063,8525Y,20200820.0,193699,880.0,CL63R1784,RM171,RM260,FS10003123,,,,WP8526,,,,PT00012105,,R4415,,,,,,,,,,,,,,,,,,,,0
1886,20G193454,R7568,20200701.0,193454,4319.0,,RM004,,FS10006061,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
1887,20G193462,PT00016498,20200707.0,193462,4410.0,,RM020,PT00065942,FS10002899,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
1888,20G193470,WP8980-C,20201028.0,193470,35802.0,,RM004,,FS10002991,,,,,,,,,,,,,,,,,,R7013,,,,,,,,,,,,0
1889,20G193471,WP8935,20200818.0,193471,40176.0,RM054,RM129,PT00065936,FS10002982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
1890,20G193473,WP8540,20201027.0,193473,2052.0,R1612B,,,FS10007856,,R7622,,,,,,,,,,,,,,,,,,WP7623,,,,,,R7624,,,,0
1891,20G193474,WP8526,20200810.0,193474,29808.0,,RM004,,FS10002973,,,,,,,,,,,,,,,,,,R7013,,,,,,,,,,,,0
1892,20G193475,WP8520N,20200909.0,193475,36360.0,R1703,RM004,,FS10002970,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
1893,20G193476,WP8510,20200923.0,193476,31168.0,,RM093,,FS10002964,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
1894,20G193480,WP7477,20200825.0,193480,27608.0,,RM171,,FS10027264,,,,,,,,CL63R3908,,,,,,,,,,,,,,,,,,,,,,0
1895,20G193481,WP7417P,20200929.0,193481,27300.0,R98028,RM176,PT00065942,FS10003697,,,,PT00012252,X9899,,,,,,,X9894,WP7477,,,,,,,,,,,,,,,,,0
1896,20G193482,WP7026P,20201102.0,193482,1111.0,CL63R1772,RM004,,FS20001324,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
1897,20G193483,WP7026,20200928.0,193483,2640.0,R1106A,RM004,,FS10002940,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
1898,20G193514,WP7623,20200707.0,193514,524.0,R98350,RM093,,FS10007859,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
1899,20G193515,WP7026,20200805.0,193515,1313.0,R1106A,RM004,,FS10002940,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
1900,20G193520,WP8935,20200715.0,193520,148.0,RM054,RM129,PT00065936,FS10002982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
1901,20G193522,WP8965N,20200923.0,193522,36720.0,,RM004,,FS10002987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
1902,20G193523,WP8980-C,20200909.0,193523,43146.0,,RM004,,FS10002991,,,,,,,,,,,,,,,,,,R7013,,,,,,,,,,,,0
1903,20G193524,WP8980-C,20200929.0,193524,56916.0,,RM004,,FS10002991,,,,,,,,,,,,,,,,,,R7013,,,,,,,,,,,,0
1904,20G193527,WP4810,20200818.0,193527,13502.0,,RM004,,FS10006159,,,,,,,,,,,,,,,,,,,,R7568,,,,,,,,,,0
1905,20G193529,R7616,20200914.0,193529,104400.0,,RM004,,FS10007073,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
1906,20G193547,WP7605,20200924.0,193547,46896.0,,RM171,,FS10006059,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
1907,20G193551,WP8998,20201215.0,193551,23310.0,R98028,RM093,PT00065942,DC00030203,,,,,,,,,,,,X9894,,,,,,,,,,,,,,,,,,0
1908,20G193552,WP8935,20200929.0,193552,39852.0,RM054,RM129,PT00065936,FS10002982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
1909,20G193553,WP7418,20200810.0,193553,4500.0,R98028,RM176,PT00065942,FS10002948,,,R4237,PT00012250,X9899,,,,,,,X9894,WP7477,,,,,,,,,,,,,,,,,0
1910,20G193555,WP7102,20200916.0,193555,49680.0,,RM160,,FS10026576,,,,,,,,,,,,,,,,,,,,R7616,,,,,,,,,,0
1911,20G193568,WP8998P,20200812.0,193568,7470.0,R98028,RM176,PT00065942,DC00030204,,,,,,,,,,,,X9894,,,,,,,,,,,,,,,,,,0
1912,20G193570,WP8965N,20201007.0,193570,64800.0,,RM004,,FS10002987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
1913,20G193590,WP7417P,20200720.0,193590,13410.0,R98028,RM176,PT00065942,FS10003697,,,,PT00012252,X9899,,,,,,,X9894,WP7477,,,,,,,,,,,,,,,,,0
1914,20G19363,8932PG2,20200819.0,193702,608.0,RM054,RM129,PT00065936,FS10003746,,,,PT00013694,,,,PT00012138,R5097,R4415,,,,,,,,,,,,,,,,,,,,0
1915,20G193655,WP8860,20200908.0,193655,21000.0,R98028,RM093,PT00065943,DC00030198,,,R4226A,,,,,,,,,X9894,,,,,,,,,,,,,,,,,,0
1916,20G193656,WP8526,20200901.0,193656,37428.0,,RM004,,FS10002973,,,,,,,,,,,,,,,,,,R7013,,,,,,,,,,,,0
1917,20G193662,WP7483,20200902.0,193662,15943.0,,RM093,,FS10002955,,,,,,,,,,,,,,,,,,R7013,,,,,,,,,,,,0
1918,20G193663,WP7449,20200930.0,193663,56620.0,R98028,RM093,PT00065942,FS10002950,,PT00012284,,WP7478,X9899,,,,,,,X9894,WP7477,,,,,,,,,,,,,,,,,0
1919,20G193664,WP7445,20201012.0,193664,18810.0,RM054,RM129,PT00065936,FS10002949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
1920,20G193665,WP7417BL,20201006.0,193665,9150.0,R98028,RM176,PT00065943,FS10021625,,PT00012251,,WP7478,X9898,,,,,,,X9894,WP7477,,,,,,,,,,,,,,,,,0
1921,20G193666,WP7102,20200930.0,193666,56160.0,,RM160,,FS10026576,,,,,,,,,,,,,,,,,,,,R7616,,,,,,,,,,0
1922,20G193669,PT00075579,20200929.0,193669,2042.0,CL63R1783,RM129,,FS10006132,,,,,X98142,,,,,,,,,,,,,,,,,,,,,,,,,0
1923,20G193670,PT00075579,20201109.0,193670,3337.0,CL63R1783,RM129,,FS10006132,,,,,X98142,,,,,,,,,,,,,,,,,,,,,,,,,0
1924,20G193672,R7013,20201007.0,193672,278655.0,,RM110,PT00065942,FS10002800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
1925,20G193673,R7622,20200928.0,193673,20160.0,,RM093,,FS10007858,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
1926,20G193689,WP8850,20200721.0,193689,1716.0,R98028,RM093,PT00065943,DC00030197,,,R4226A,,,,,,,,,X9894,,,,,,,,,,,,,,,,,,0
1927,20G193709,WP8982,20201005.0,193709,41472.0,R98028,RM160,PT00065942,FS10002992,,,,,,,,,,,,X9894,,,,,,,,,R7075BY,R8249,,,,,,,,0
1928,20G193710,WP8979,20200914.0,193710,57040.0,,RM004,,FS10002990,,,,,,,,,,,,,,,,,,R7013,,,,,,,,,,,,0
1929,20G193713,WP7478,20200817.0,193713,23400.0,,RM036,RM018,FS10002954,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
1930,20G193714,WP7478,20200908.0,193714,23400.0,,RM036,RM018,FS10002954,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
1931,20G193716,WP7102,20201005.0,193716,49680.0,,RM160,,FS10026576,,,,,,,,,,,,,,,,,,,,R7616,,,,,,,,,,0
1932,20G193719,WP3204,20200923.0,193719,14616.0,,RM171,,FS10002935,,,,,,,,,,,,,,,,,,,,,R7075BR,R8249,,,,,,,,0
1933,20G193720,R7067,20201230.0,193720,17088.0,,RM093,,FS10002851,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
1934,20G193721,R7068,20200921.0,193721,24192.0,,RM129,,FS10002854,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
1935,20G193723,R7075BY,20201104.0,193723,124877.0,,RM044,RM041,FS10002858,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
1936,20G193724,R7616,20201013.0,193724,87000.0,,RM004,,FS10007073,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
1937,20G193725,R7624,20201005.0,193725,13248.0,,RM093,,FS10007857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
1938,20G193726,PT00069525,20201012.0,193726,2652.0,CL63R1783,RM129,,DC00069150,,,,,X98142,,,,,,,,,,,,,,,,,,,,,,,,,0
1939,20G193727,PT00075580,20201118.0,193727,533.0,R1720,RM129,RM074,FS10027015,,,,,X98142,,,,,,,,,,,,,,,,,,,,,,,,,0
1942,20G19463,8938Y,20200829.0,193703,644.0,R1690,RM129,PT00062563,FS10003187,,,,WP8935,,,,PT00006635,,R4415,,,,,,,,,,,,,,,,,,,,0
1943,20G19563,8980Y,20200812.0,193704,1458.0,R1644A,RM129,PT00062563,FS10003215,,,,WP8980-C,,,,PT00012105,,R4415,,,,,,,,,,,,,,,,,,,,0
1944,20G19763,8985PG2Y,20200902.0,193706,738.0,R1644A,RM129,PT00062563,FS10029259,,,,PT00013692,,,,PT00012138,R5097,R4415,,,,,,,,,,,,,,,,,,,,0
1945,20G198251,PT00016498,20210728.0,198251,8882.0,,RM020,PT00065942,FS10002899,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
1946,20G19863,8990SA,20200916.0,193707,728.0,R1528A,RM129,PT00065936,FS10003229,,,,WP3204,,,,PT00006610,,R4415,,,,,,,,,,,,,,,,,,,,0
1947,20G20263,8939PG2,20200916.0,193728,1526.0,R1700,RM176,PT00062563,FS10003740,,,,WP7417P,,,,PT00012137,R5097,R4415,,,,,,,,,,,,,,,,,,,,0
1948,20G20363,8985S,20200805.0,193729,1332.0,R1644A,RM093,PT00062563,FS10003224,,,,WP7449,,,,PT00012137,R5097,R4415,,,,,,,,,,,,,,,,,,,,0
1949,20G20463,8985,20201028.0,193730,3222.0,R1644A,RM129,PT00062563,FS10003221,,,,PT00013692,,,,PT00012138,R5097,R4415,,,,,,,,,,,,,,,,,,,,0
1950,20G20563,8541SA,20200812.0,193731,1452.0,,RM032,RM170,FS10007851,,,,WP8540,,,,PT00006610,,R4415,,,,,,,,,,,,,,,,,,,,0
1951,20G20663,31143665,20200926.0,193732,3840.0,RM054,RM129,PT00065936,FS10006135,,,,WP4810,,,,PT00067912,,R4415,,,,,,,,,,,,,,,,,,,,0
1952,20G20763,V8536,20200827.0,193734,4968.0,CL63R1706,RM171,,FS10003253,,,,,EXP6029,,,PT00006610,,R4415,,,,,,,,,,,,,,,,,,,,0
1953,20G21063,8989CRH,20200923.0,193735,1050.0,R1700,RM129,PT00065936,FS10028282,,,,PT00013702,,,,PT00012138,R5097,R4415,,,,,,,,,,,,,,,,,,,,0
1954,20G21163,8998SPG2,20201005.0,193736,1512.0,R1700,RM176,PT00065936,FS10003739,,,,WP7417P,,,,PT00012137,R5097,R4415,,,,,,,,,,,,,,,,,,,,0
1955,20G21263,8870,20200904.0,193737,1610.0,R1700,RM129,PT00065942,FS10003163,,,PT00006652,PT00013699,,,,CL63R98234,R5097,R4415,,,,,,,,,,,,,,,,,,,,0
1956,20G21363,V8870,20200909.0,193738,1260.0,CL63R1769B,RM129,PT00065942,FS10029848,,,PT00006652,PT00013699,,,,CL63R98234,R5097,R4415,,,,,,,,,,,,,,,,,,,,0
1957,20G21463,8982,20201014.0,193740,1960.0,R1528A,RM129,PT00062563,FS10003217,,,PT00068683,,,,,CL63R9960A,,R4415,,,,,R5098,,,,WP8982,,,,,,,,,,,0
1958,20G21963,31143798,20201001.0,193744,495.0,RM112,RM129,PT00062563,FS10006136,,,,WP4810,,,,PT00067912,,R4415,,,,,,,,,,,,,,,,,,,,0
1959,20H00663,V8980,20200819.0,193761,972.0,RM054,RM165,,FS10003256,,,,WP8980-C,,,,PT00012105,,R4415,,,,,,,,,,,,,,,,,,,,0
1960,20H00763,047,20201007.0,193762,1792.0,R1528A,RM129,PT00065936,FS10026366,,,PT00034301,WP7102,,,,PT00034377,,R4415,,,,,,,,,,,,,,,,,,,,0
1961,20H00863,1522SA,20200928.0,193763,368.0,R1302D,RM129,PT00065936,FS10003045,,,,,,,,PT00006610,,R4415,,,,,,,,R7013,,,,,,,,,,,,0
1962,20H01063,31142222,20201201.0,193765,3360.0,R1528A,RM129,PT00065936,FS10026364,,,,WP7102,,,,PT00006643,,R4415,,,,,,,,,,,,,,,,,,,,0
1963,20H01263,8507SA,20200908.0,193767,2400.0,CL63R1776,RM171,RM170,FS10003086,,,,,X98151,,,CL63R98334A,,PT00062605,,,,,,,,,,,,,,,,,,,,0
1964,20H01563,851301,20201003.0,193770,875.0,R1320D,RM171,RM170,FS10003099,,,,WP851201N,,,,PT00006610,,R4415,,,,,,,,,,,,,,,,,,,,0
1965,20H01663,85321R,20200923.0,193771,620.0,R1308D,RM032,RM170,FS10003132,,,,WP8520N02,,,,PT00006610,,R4415,,,,,R1075,,,,,,,,,,,,,,,0
1966,20H01863,8540SA,20201028.0,193773,480.0,,RM004,,FS10007848,,,,WP8540,,,,PT00006610,,R4415,,,,,,,,,,,,,,,,,,,,0
1967,20H01963,8556H,20200915.0,193774,2001.0,R98190,,,FS10003153,R8550LGB,,,,,,,CL63R98173,,R4415,,,,,,,,,,,,,,,8507SA,,,,,0
1968,20H02063,8607RC,20200826.0,193775,684.0,R1644A,RM168,RM074,FS10025554,,,,PT00013692,,,,PT00006651,,R4415,WP0002PKG,,,,,,,,,,,,,,,,,,,0
1969,20H02163,8608RC,20200922.0,193776,2160.0,R1644A,RM168,RM074,FS10021636,,,,WP7449,,,,PT00006651,,R4415,WP0002PKG,,,,,,,,,,,,,,,,,,,0
1970,20H02463,8938,20201007.0,193779,4830.0,R1690,RM165,,FS10003185,,,,WP8935,,,,PT00006635,,R4415,,,,,,,,,,,,,,,,,,,,0
1971,20H02763,8989PG2,20201001.0,193782,2016.0,R1700,RM176,PT00062563,FS10003741,,,,PT00013694,,,,PT00012138,R5097,R4415,,,,,,,,,,,,,,,,,,,,0
1972,20H02863,8998PG2,20200924.0,193783,1456.0,RM054,RM176,PT00065936,FS10003738,,,,PT00013694,,,,PT00012138,R5097,R4415,,,,,,,,,,,,,,,,,,,,0
1973,20H02963,V8985,20201106.0,193784,1332.0,CL63R1654,RM129,PT00062563,FS10003257,,,,PT00013692,,,,PT00012138,R5097,R4415,,,,,,,,,,,,,,,,,,,,0
1974,20H03063X,8881112599,20200923.0,193800,37.0,5500149,0301001,,FS10028544,,,,,EXP5050,PT00009994,4006202,,,5241008,,,,,,,,,,,,,,,,,,,,1
1975,20H03163X,8881112083,20200923.0,193801,240.0,5000109,0301001,,FS10017988,,,,,PT00033969,PT00009994,4101801,,,5241008,,,,,,,,,,,,,,,,,,,,0
1976,20H03263X,4502570,20200819.0,193803,335000.0,5542735,0301001,,DC00056758,,,,,EXP5050,PT00009994,4001204,,,,,,,,,,,,,,,,,,,,,,,0
1977,20H03363X,4502570,20210201.0,193804,131000.0,5542735,0301001,,DC00056758,,,,,EXP5050,PT00009994,4001204,,,,,,,,,,,,,,,,,,,,,,,1
1978,20H03463X,4502570,20200819.0,193805,335000.0,5542735,0301001,,DC00056758,,,,,EXP5050,PT00009994,4001204,,,,,,,,,,,,,,,,,,,,,,,0
1979,20H03563X,4502570,20200819.0,193806,335000.0,5542735,0301001,,DC00056758,,,,,EXP5050,PT00009994,4001204,,,,,,,,,,,,,,,,,,,,,,,0
1980,20H03663X,4502570,20200819.0,193807,335000.0,5542735,0301001,,DC00056758,,,,,EXP5050,PT00009994,4001204,,,,,,,,,,,,,,,,,,,,,,,0
1981,20H03763X,1181200777,20200916.0,193808,420.0,5170969,0301001,,FS10017237,,,,,PT00033969,PT00009994,4001801,,,5241008R,,,,,,,,,,,,,,,,,,,,0
1982,20H03863X,1181200777,20200916.0,193809,420.0,5170969,0301001,,FS10017237,,,,,PT00033969,PT00009994,4001801,,,5241008R,,,,,,,,,,,,,,,,,,,,0
1983,20H03963X,1181200777,20200930.0,193810,420.0,5170969,0301001,,FS10017237,,,,,PT00033969,PT00009994,4001801,,,5241008R,,,,,,,,,,,,,,,,,,,,0
1984,20H04063X,1181200777,20200930.0,193811,420.0,5170969,0301001,,FS10017237,,,,,PT00033969,PT00009994,4001801,,,5241008R,,,,,,,,,,,,,,,,,,,,0
1985,20H04163X,1181200777,20200930.0,193812,420.0,5170969,0301001,,FS10017237,,,,,PT00033969,PT00009994,4001801,,,5241008R,,,,,,,,,,,,,,,,,,,,0
1986,20H04463,8608U,20200807.0,193813,486.0,R1644A,RM168,RM074,FS20001166,,,,WP7449,,,,PT00067917,,R4415,WP0002PKG,,,,,,,,,,,,,,,,,,,0
1987,20H04563X,6492743,20200819.0,193814,153600.0,5000109,0301001,,FS20003116,,,,,X9901,PT00009994,4101801,,,5241008,,,,,,,,,,,,,,,,,,,,1
1988,20H04763X,4502570,20200812.0,193820,335000.0,5542735,0301001,,DC00056758,,,,,EXP5050,PT00009994,4001204,,,,,,,,,,,,,,,,,,,,,,,0
1989,20H04863X,4502570,20200819.0,193821,335000.0,5542735,0301001,,DC00056758,,,,,EXP5050,PT00009994,4001204,,,,,,,,,,,,,,,,,,,,,,,1
1990,20H04963X,4502570,20200812.0,193822,335000.0,5542735,0301001,,DC00056758,,,,,EXP5050,PT00009994,4001204,,,,,,,,,,,,,,,,,,,,,,,0
1991,20H05163X,4502570,20200819.0,193824,335000.0,5542735,0301001,,DC00056758,,,,,EXP5050,PT00009994,4001204,,,,,,,,,,,,,,,,,,,,,,,0
1992,20H05463X,4501820,20200819.0,193827,315000.0,5000109,0301001,0400145,FS20004491,,,,,4230505,PT00009994,4101801,,,5241008,,,,,,,,,,,,,,,,,,,,0
1993,20H06163X,1181200777,20200916.0,193829,420.0,5170969,0301001,,FS10017237,,,,,PT00033969,PT00009994,4001801,,,5241008R,,,,,,,,,,,,,,,,,,,,0
1994,20H06263X,1181200777,20200916.0,193830,420.0,5170969,0301001,,FS10017237,,,,,PT00033969,PT00009994,4001801,,,5241008R,,,,,,,,,,,,,,,,,,,,0
1995,20H06363X,1181200777,20200923.0,193831,420.0,5170969,0301001,,FS10017237,,,,,PT00033969,PT00009994,4001801,,,5241008R,,,,,,,,,,,,,,,,,,,,0
1996,20H06463X,1181200777,20200923.0,193832,346.0,5170969,0301001,,FS10017237,,,,,PT00033969,PT00009994,4001801,,,5241008R,,,,,,,,,,,,,,,,,,,,0
1997,20H06763,1522SA,20201012.0,193837,368.0,R1302D,RM129,PT00065936,FS10003045,,,,,,,,PT00006610,,R4415,,,,,,,,R7013,,,,,,,,,,,,0
1998,20H07063,8506SA,20201012.0,193840,2808.0,CL63R1776,RM171,,FS10003084,,,,,X98146,,,PT00006610,,R4415,,,,,,,,,,,,,,,,,,,,0
1999,20H07163,8507SA,20200914.0,193841,2400.0,CL63R1776,RM171,RM170,FS10003086,,,,,X98151,,,CL63R98334A,,PT00062605,,,,,,,,,,,,,,,,,,,,0
2000,20H07263,8507SA,20200921.0,193842,2400.0,CL63R1776,RM171,RM170,FS10003086,,,,,X98151,,,CL63R98334A,,PT00062605,,,,,,,,,,,,,,,,,,,,0
2001,20H07463,8617U,20201007.0,193844,336.0,R1700,RM168,RM074,FS20001169,,,,PT00013694,,,,PT00067916,,R4415,WP0002PKG,,,,,,,,,,,,,,,,,,,0
2002,20H07563,8618RC,20201010.0,193845,980.0,R1700,RM168,RM074,FS10021632,,,,WP7417P,,,,PT00006651,,R4415,WP0002PKG,,,,,,,,,,,,,,,,,,,0
2003,20H07663,8860,20200909.0,193846,600.0,R1292D,RM129,PT00065942,FS10003162,,,PT00006652,PT00013699,,,,CL63R98234,R5097,R4415,,,,,,,,,,,,,,,,,,,,0
2004,20H07863,8936PG2,20201014.0,193848,320.0,R1292D,RM129,PT00065936,FS10003747,,,,WP7417P,,,,PT00012137,R5097,R4415,,,,,,,,,,,,,,,,,,,,0
