,Lot Number,Product,Date,Shop Order,requested_qty,packaging,resin,colorant,Formula Sheet,misc,lid component lid,label,lid assembly,PRINTER ACCESSORIES,SILICON FLUID,rubber tip,ifu,pad,label stock,label kit,purging solvent,lid component hood,lid component,PAD,LABEL,barrel,lid component rotor,lid,lid component door,lid component cap,lid component washer,container,TRAY,fg,lid component cowl,bracket key,cannula,tip cap,Value Stream
512,20A191316,WP8825,20200520,191316,0,R98028,RM093,PT00065943,DC00030196,,,R4226A,,,,,,,,,X9894,,,,,,,,,R7075BY,R8249,,,,,,,,Containers
513,20A191317,WP8526,20200219,191317,0,,RM004,,FS10002973,,,,,,,,,,,,,,,,,,R7013,,,,,,,,,,,,Containers
514,20A191319,WP8510,20200226,191319,33870.831,,RM093,,FS10002964,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Containers
515,20A191320,WP7483,20200205,191320,214774.560,,RM093,,FS10002955,,,,,,,,,,,,,,,,,,R7013,,,,,,,,,,,,Containers
516,20A191321,WP7450,20200603,191321,3780.000,R98028,RM093,PT00065942,FS10002951,,PT00012284,R4237,WP7478,X9899,,,,,,,X9894,WP7477,,,,,,,,,,,,,,,,,Containers
517,20A191322,WP7417P,20200415,191322,39600.000,R98028,RM176,PT00065942,FS10003697,,,,PT00012252,X9899,,,,,,,X9894,WP7477,,,,,,,,,,,,,,,,,Containers
518,20A191323,WP7102,20200303,191323,261801.912,,RM160,,FS10026576,,,,,,,,,,,,,,,,,,,,R7616,,,,,,,,,,Containers
519,20A191325,WP4810,20200513,191325,160661.865,,RM004,,FS10006159,,,,,,,,,,,,,,,,,,,,R7568,,,,,,,,,,Containers
520,20A191326,PT00075579,20200225,191326,786.000,CL63R1783,RM129,,FS10006132,,,,,X98142,,,,,,,,,,,,,,,,,,,,,,,,,Containers
521,20A191327,PT00075580,20200304,191327,1408.000,R1720,RM129,RM074,FS10027015,,,,,X98142,,,,,,,,,,,,,,,,,,,,,,,,,Containers
522,20A191329,R7089W-1,20200226,191329,0,,RM160,PT00065942,FS10003629,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Containers
523,20A191331,R7611,20200214,191331,91561.582,,RM004,,FS10008159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Containers
524,20A191332,R7616,20200420,191332,160692.480,,RM004,,FS10007073,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Containers
525,20A191352,R7412,20200211,191352,40000.000,,RM060,RM061,DC00042617,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Containers
526,20A191353,PT00016495,20200120,191353,0,,RM176,PT00065942,DC00069352,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Containers
527,20A191386,WP8980-C,20200318,191386,0,,RM004,,FS10002991,,,,,,,,,,,,,,,,,,R7013,,,,,,,,,,,,Containers
528,20A191387,WP8965U,20200415,191387,0,,RM004,,FS10002989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Containers
529,20A191389,WP8964,20200218,191389,22401.566,,RM129,,FS10002985,,,,,,,,,,,,,,,,,,R7524,,,,,,,,,,,,Containers
530,20A191390,WP8836P,20200225,191390,0,CL63R1779,RM004,PT00065943,FS10006507,,,,,X98146,,,,,,,,,,,,,,,,,,,,,,,,,Containers
531,20A191392,WP7102,20200330,191392,188189.241,,RM160,,FS10026576,,,,,,,,,,,,,,,,,,,,R7616,,,,,,,,,,Containers
532,20A191395,PT00069525,20200331,191395,230279.027,CL63R1783,RM129,,DC00069150,,,,,X98142,,,,,,,,,,,,,,,,,,,,,,,,,Containers
533,20A191397,R7524,20200226,191397,0,,RM110,PT00065942,FS10002915,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Containers
534,20A191398,PT00096177,20200114,191398,0,R1800,RM004,,FS10002952,,,,,X98146,,,,,,,,,,,,,,,,,,,,,,,,,Containers
535,20A191400,PT00013692,20201231,191400,17640.000,,,,DC00017291,,,,PT00016498,,,,,,,,,,,,,,,,,,,,,,,,,,Containers
536,20A191404,PT00016498,20200122,191404,161488.688,,RM020,PT00065942,FS10002899,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Containers
537,20A191410,R7075BY,20200226,191410,0,,RM044,RM041,FS10002858,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Containers
538,20A191415,R7067,20200109,191415,6113.588,,RM093,,FS10002851,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Containers
539,20A191416,WP4810,20200219,191416,649658.539,,RM004,,FS10006159,,,,,,,,,,,,,,,,,,,,R7568,,,,,,,,,,Containers
540,20A191450,WP8998P,20200401,191450,0,R98028,RM176,PT00065942,DC00030204,,,,,,,,,,,,X9894,,,,,,,,,,,,,,,,,,Containers
541,20A191452,WP8520U,20200319,191452,0,R1703,RM004,,FS10002972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Containers
542,20A191453,WP8520N,20200429,191453,0,R1703,RM004,,FS10002970,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Containers
543,20A191455,WP7478,20200420,191455,24986.043,,RM036,RM018,FS10002954,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Containers
544,20A191456,WP7477,20200420,191456,0,,RM171,,FS10027264,,,,,,,,CL63R3908,,,,,,,,,,,,,,,,,,,,,,Containers
545,20A191457,WP7102,20200406,191457,183521.894,,RM160,,FS10026576,,,,,,,,,,,,,,,,,,,,R7616,,,,,,,,,,Containers
546,20A191458,PT00075579,20200309,191458,2688.000,CL63R1783,RM129,,FS10006132,,,,,X98142,,,,,,,,,,,,,,,,,,,,,,,,,Containers
547,20A191461,R7075BY,20200413,191461,0,,RM044,RM041,FS10002858,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Containers
548,20A191463,WP7026,20200121,191463,0,R1106A,RM004,,FS10002940,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Containers
549,20A191464,PT00016490,20200114,191464,3138.213,,RM157,PT00065942,DC00069353,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Containers
550,20A191465,WP851201N,20200211,191465,9660.000,,,,FS10002967,,R7067,,,,,,,,,,,,R7068,,,,,,,,,,,,,,,,Containers
551,20A191476,PT00016498,20200219,191476,153798.750,,RM020,PT00065942,FS10002899,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Containers
553,20A191480,PT00016498,20200122,191480,153798.750,,RM020,PT00065942,FS10002899,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Containers
554,20A191483,PT00013692,20201231,191483,17640.000,,,,DC00017291,,,,PT00016498,,,,,,,,,,,,,,,,,,,,,,,,,,Containers
555,20A191517,WP0002PKG,20200506,191517,30000.000,X9902,,,FS20006470,,,PT00097045,,,,,,R5097,,,,,,,R4227,,,,,,,,,,,,,,Containers
556,20A191518,WP8980-C,20200410,191518,0,,RM004,,FS10002991,,,,,,,,,,,,,,,,,,R7013,,,,,,,,,,,,Containers
557,20A191522,WP7026P,20200316,191522,0,CL63R1772,RM004,,FS20001324,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Containers
558,20A191523,WP7026,20200330,191523,0,R1106A,RM004,,FS10002940,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Containers
559,20A191528,PT00013694,20201231,191528,15000.000,,,,DC00017294,,,,PT00016495,,,,,,,,,,,,,,,,,,,,,,,,,,Containers
560,20A191530,WP7449,20200226,191530,94389.000,R98028,RM093,PT00065942,FS10002950,,PT00012284,,WP7478,X9899,,,,,,,X9894,WP7477,,,,,,,,,,,,,,,,,Containers
561,20A191534,WP7417P,20200601,191534,1600.000,R98028,,,FS10003697,,R7417P,,PT00012252,X9899,,,,,,,X9894,WP7477,,,,,,,,,,,,,,,,,Containers
563,20A191564,WP7449,20200330,191564,24710.000,R98028,RM093,PT00065942,FS10002950,,PT00012284,,WP7478,X9899,,,,,,,X9894,WP7477,,,,,,,,,,,,,,,,,Containers
564,20A191566,PT00016490,20200203,191566,147103.733,,RM157,PT00065942,DC00069353,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Containers
565,20A191567,PT00013692,20201231,191567,17967.000,,,,DC00017291,,,,PT00016498,,,,,,,,,,,,,,,,,,,,,,,,,,Containers
566,20A191588,WP8965N,20200325,191588,0,,RM004,,FS10002987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Containers
567,20A191590,WP8540,20200318,191590,13560.000,R1612B,,,FS10007856,,R7622,,,,,,,,,,,,,,,,,,WP7623,,,,,,R7624,,,,Containers
568,20A191591,WP8520N02,20200401,191591,0,,RM004,,FS10027451,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Containers
569,20A191592,WP7623,20200312,191592,35646.234,R98350,RM093,,FS10007859,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Containers
570,20A191593,WP7477,20200413,191593,0,,RM171,,FS10027264,,,,,,,,CL63R3908,,,,,,,,,,,,,,,,,,,,,,Containers
571,20A191596,PT00075579,20200601,191596,2184.000,CL63R1783,RM129,,FS10006132,,,,,X98142,,,,,,,,,,,,,,,,,,,,,,,,,Containers
572,20A191597,R7013,20200506,191597,0,,RM110,PT00065942,FS10002800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Containers
573,20A191598,R7568,20200324,191598,53944.800,,RM004,,FS10006061,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Containers
574,20A191602,WP8850,20200129,191602,0,R98028,RM093,PT00065943,DC00030197,,,R4226A,,,,,,,,,X9894,,,,,,,,,,,,,,,,,,Containers
575,20A19163X,8881907102,20200204,191556,0,5000231,0301001,,FS10017466,,,,,PT00006657,PT00009994,4101801,,,PT00006674,,,,,,,,,,,,,,,,,,,7777129656,Syringe
576,20A19263X,8881907102,20200204,191557,0,5000231,0301001,,FS10017466,,,,,PT00006657,PT00009994,4101801,,,PT00006674,,,,,,,,,,,,,,,,,,,7777129656,Syringe
577,20A19363X,8881907102,20200205,191558,0,5000231,0301001,,FS10017466,,,,,PT00006657,PT00009994,4101801,,,PT00006674,,,,,,,,,,,,,,,,,,,7777129656,Syringe
578,20A19463X,8881907102,20200212,191559,0,5000231,0301001,,FS10017466,,,,,PT00006657,PT00009994,4101801,,,PT00006674,,,,,,,,,,,,,,,,,,,7777129656,Syringe
579,20A19563,8618RC,20200128,191562,1750.000,R1700,RM176,RM074,FS10021632,,,,WP7417P,,,,PT00006651,,R4415,WP0002PKG,,,,,,,,,,,,,,,,,,,Containers
580,20A19663,31143665,20200325,191563,4155.000,RM054,RM129,PT00065936,FS10006135,,,,WP4810,,,,PT00067912,,R4415,,,,,,,,,,,,,,,,,,,,Containers
581,20A20063,8507SA,20200323,191569,95299.813,CL63R1776,RM171,RM170,FS10003086,,,,,X98151,,,CL63R98334A,,PT00062605,,,,,,,,,,,,,,,,,,,,Containers
582,20A20163,8527R,20200326,191570,25740.000,PT00049846,RM171,RM170,FS10003126,,,,WP8526,,,,PT00012105,,R4415,,,,,,,,,,,,,,,,,,,,Containers
583,20A20263,85321,20200408,191571,1200.000,R1308D,RM004,,FS10003131,,,,WP8520N02,,,,PT00006610,,R4415,,,,,R1075,,,,,,,,,,,,,,,Containers
584,20A20363,8541SA,20200311,191572,1356.000,,RM032,RM170,FS10007851,,,,WP8540,,,,PT00006610,,R4415,,,,,,,,,,,,,,,,,,,,Containers
585,20A20463,8556H,20200602,191573,1932.000,R98190,,,FS10003153,R8550LGB,,,,,,,CL63R98173,,R4415,,,,,,,,,,,,,,,8507SA,,,,,Containers
586,20A20963,8980Y,20200520,191578,7920.000,R1644A,RM129,PT00062563,FS10003215,,,,WP8980-C,,,,PT00012105,,R4415,,,,,,,,,,,,,,,,,,,,Containers
587,20A21063,8985PG2Y,20200610,191579,0,R1644A,RM129,PT00062563,FS10029259,,,,PT00013692,,,,PT00012138,R5097,R4415,,,,,,,,,,,,,,,,,,,,Containers
588,20A21363,V8980,20200318,191582,8100.000,RM054,RM129,PT00065936,FS10003256,,,,WP8980-C,,,,PT00012105,,R4415,,,,,,,,,,,,,,,,,,,,Containers
589,20A21463,8982,20200506,191601,52640.000,R1528A,RM129,PT00062563,FS10003217,,,PT00068683,,,,,CL63R9960A,,R4415,,,,,R5098,,,,WP8982,,,,,,,,,,,Containers
590,20A21963X,4502570,20201201,191603,0,5542735,0301001,,DC00056758,,,,,EXP5050,PT00009994,4001204,,,,,,,,,,,,,,,,,,,,,,,Syringe
591,20A22063X,4502570,20200205,191604,0,5542735,0301001,,DC00056758,,,,,EXP5050,PT00009994,4001204,,,,,,,,,,,,,,,,,,,,,,,Syringe
592,20A22163X,4502570,20200212,191605,0,5542735,0301001,,DC00056758,,,,,EXP5050,PT00009994,4001204,,,,,,,,,,,,,,,,,,,,,,,Syringe
593,20A22263X,4502570,20200212,191606,0,5542735,0301001,,DC00056758,,,,,EXP5050,PT00009994,4001204,,,,,,,,,,,,,,,,,,,,,,,Syringe
594,20A22363X,4502570,20200214,191607,0,5542735,0301001,,DC00056758,,,,,EXP5050,PT00009994,4001204,,,,,,,,,,,,,,,,,,,,,,,Syringe
595,20B,PT00016498,20200225,191942,2851.031,,RM020,PT00065942,FS10002899,,R7511*A,R4237,RM10022317,,,,,,,,,,,,,,,,,,,,,,,,,,Containers
596,20B00563,8602U,20200513,191616,0,R1528A,RM129,RM074,FS20001163,,,,,,,,PT00067914,,R4415,WP0001PKG,,,,,,,,WP8982,,,,,,,,,,,Containers
597,20B00863,8507SA,20200330,191620,95299.813,CL63R1776,RM171,RM170,FS10003086,,,,,X98151,,,CL63R98334A,,PT00062605,,,,,,,,,,,,,,,,,,,,Containers
598,20B01063,8602RC,20200511,191622,0,R1528A,RM129,RM074,FS10023531,,,,,,,,PT00006651,,R4415,WP0001PKG,,,,,,,,WP8982,,,,,,,,,,,Containers
599,20B01463,8910,20200603,191626,200.000,R9366D,,,FS10003172,,,,,,,,,,R4415,,,,,,,,,,,,,,,,,,,,Containers
600,20B01563,8932PG2,20200408,191627,856.000,RM054,RM129,PT00065936,FS10003746,,,,PT00013694,,,,PT00012138,R5097,R4415,,,,,,,,,,,,,,,,,,,,Containers
601,20B01863,8985,20200323,191630,0,R1644A,RM129,PT00062563,FS10003221,,,,PT00013692,,,,PT00012138,R5097,R4415,,,,,,,,,,,,,,,,,,,,Containers
602,20B01963,8985SPG2,20200728,191631,8360.000,R1644A,RM129,PT00062563,FS10003745,,,,WP7449,,,,PT00012137,R5097,R4415,,,,,,,,,,,,,,,,,,,,Containers
603,20B02063,8990SA,20200415,191632,23520.000,R1528A,RM129,PT00065936,FS10003229,,,,WP3204,,,,PT00006610,,R4415,,,,,,,,,,,,,,,,,,,,Containers
604,20B02163,8930SA,20200429,191633,5382.000,R1741,RM176,PT00065936,FS10003176,,,PT00068808,PT00012247,,,,CL63R98211,,R4415,,,,,R5104,,,,,,,,,,,,,,,Containers
605,20B02363X,8881512878,20200318,191635,0,PT00015857,0301001,,FS10011723,,,,,EXP6026,PT00009994,4001801,,,5241008,,,,,,,,,,,,,,,,,,,,Syringe
606,20B02463X,8881512878,20200318,191636,0,PT00015857,0301001,,FS10011723,,,,,EXP6026,PT00009994,4001801,,,5241008,,,,,,,,,,,,,,,,,,,,Syringe
607,20B02563X,8881512878,20200318,191637,0,PT00015857,0301001,,FS10011723,,,,,EXP6026,PT00009994,4001801,,,5241008,,,,,,,,,,,,,,,,,,,,Syringe
608,20B02663X,8881512878,20200325,191638,0,PT00015857,0301001,,FS10011723,,,,,EXP6026,PT00009994,4001801,,,5241008,,,,,,,,,,,,,,,,,,,,Syringe
609,20B02763X,8881512878,20200325,191639,0,PT00015857,0301001,,FS10011723,,,,,EXP6026,PT00009994,4001801,,,5241008,,,,,,,,,,,,,,,,,,,,Syringe
610,20B02863X,8881412012,20200212,191640,0,5500149,0301001,,FS10020754,,,,,PT00033972,PT00009994,4101801,,,5241008,,,,,,,,,,,,,,,,,,,,Syringe
611,20B02963X,8881412012,20200210,191641,0,5500149,0301001,,FS10020754,,,,,PT00033972,PT00009994,4101801,,,5241008,,,,,,,,,,,,,,,,,,,,Syringe
612,20B03063X,8881412012,20200210,191642,0,5500149,0301001,,FS10020754,,,,,PT00033972,PT00009994,4101801,,,5241008,,,,,,,,,,,,,,,,,,,,Syringe
613,20B03163X,8881412012,20200211,191643,0,5500149,0301001,,FS10020754,,,,,PT00033972,PT00009994,4101801,,,5241008,,,,,,,,,,,,,,,,,,,,Syringe
614,20B03263X,8881412012,20200219,191644,0,5500149,0301001,,FS10020754,,,,,PT00033972,PT00009994,4101801,,,5241008,,,,,,,,,,,,,,,,,,,,Syringe
615,20B03363X,8881907003,20201201,191645,0,5000231,0301001,,FS10017465,,,,,4230505,PT00009994,4101801,,,PT00006674,,,,,,,,,,,,,,,,,,,7777129656,Syringe
616,20B03463X,4501820,20200210,191646,0,5000109,0301001,0400145,FS20004491,,,,,4230505,PT00009994,4101801,,,5241008,,,,,,,,,,,,,,,,,,,,Syringe
617,20B03563X,4502570,20200212,191648,0,5542735,0301001,,DC00056758,,,,,EXP5050,PT00009994,4001204,,,,,,,,,,,,,,,,,,,,,,,Syringe
618,20B03663X,4502570,20200212,191649,0,5542735,0301001,,DC00056758,,,,,EXP5050,PT00009994,4001204,,,,,,,,,,,,,,,,,,,,,,,Syringe
619,20B03763X,4502570,20200213,191650,0,5542735,0301001,,DC00056758,,,,,EXP5050,PT00009994,4001204,,,,,,,,,,,,,,,,,,,,,,,Syringe
620,20B03863X,4502570,20200219,191651,0,5542735,0301001,,DC00056758,,,,,EXP5050,PT00009994,4001204,,,,,,,,,,,,,,,,,,,,,,,Syringe
621,20B03963X,4502570,20200219,191652,0,5542735,0301001,,DC00056758,,,,,EXP5050,PT00009994,4001204,,,,,,,,,,,,,,,,,,,,,,,Syringe
622,20B04063X,4502570,20200219,191653,0,5542735,0301001,,DC00056758,,,,,EXP5050,PT00009994,4001204,,,,,,,,,,,,,,,,,,,,,,,Syringe
623,20B04163X,4502570,20200220,191654,0,5542735,0301001,,DC00056758,,,,,EXP5050,PT00009994,4001204,,,,,,,,,,,,,,,,,,,,,,,Syringe
624,20B04263X,4502570,20200220,191655,0,5542735,0301001,,DC00056758,,,,,EXP5050,PT00009994,4001204,,,,,,,,,,,,,,,,,,,,,,,Syringe
625,20B04363,31142222,20200226,191670,75200.000,R1528A,RM165,PT00065936,FS10026364,,,,WP7102,,,,PT00033501,,R4415,,,,,,,,,,,,,,,,,,,,Containers
626,20B04463,8608RC,20200213,191671,21710.000,R1644A,RM129,RM074,FS10021636,,,,WP7449,,,,PT00006651,,R4415,WP0002PKG,,,,,,,,,,,,,,,,,,,Containers
627,20B04763,31323176,20200323,191674,10800.000,R1680,RM171,RM170,FS10006055,,,PT00047930,WP7605,,,,PT00033502,,,,,,,R1679,,,,,,,,,,,,,,,Containers
628,20B04863X,4502570,20200212,191675,0,5542735,0301001,,DC00056758,,,,,EXP5050,PT00009994,4001204,,,,,,,,,,,,,,,,,,,,,,,Syringe
629,20B04963X,4502570,20200212,191676,0,5542735,0301001,,DC00056758,,,,,EXP5050,PT00009994,4001204,,,,,,,,,,,,,,,,,,,,,,,Syringe
630,20B05063X,4502570,20200212,191677,0,5542735,0301001,,DC00056758,,,,,EXP5050,PT00009994,4001204,,,,,,,,,,,,,,,,,,,,,,,Syringe
631,20B05163X,4502570,20200213,191678,0,5542735,0301001,,DC00056758,,,,,EXP5050,PT00009994,4001204,,,,,,,,,,,,,,,,,,,,,,,Syringe
632,20B05263X,4502570,20200214,191679,0,5542735,0301001,,DC00056758,,,,,EXP5050,PT00009994,4001204,,,,,,,,,,,,,,,,,,,,,,,Syringe
633,20B05363X,4502570,20200215,191680,0,5542735,0301001,,DC00056758,,,,,EXP5050,PT00009994,4001204,,,,,,,,,,,,,,,,,,,,,,,Syringe
634,20B05463X,4502570,20200215,191681,0,5542735,0301001,,DC00056758,,,,,EXP5050,PT00009994,4001204,,,,,,,,,,,,,,,,,,,,,,,Syringe
635,20B05563X,4502570,20200219,191682,0,5542735,0301001,,DC00056758,,,,,EXP5050,PT00009994,4001204,,,,,,,,,,,,,,,,,,,,,,,Syringe
636,20B05663X,5551761207,20200226,191683,0,EXP6001,,,FS10013527,,,,,,,4101801,,,,,,,,,,,,,,,,,,,,,,,Syringe
637,20B05863X,5551731218,20200224,191686,0,5000109,0301001,,FS10013524,,,,,,,,,,5241008,,,,,,,,,,,,,,,,,,,,Syringe
638,20B06063,8537MW,20200205,191688,4818.528,CL63R1780,RM165,,FS10003138,,,,,X98146,,,PT00006610,,R4415,,,,,,,,,,,,,,,,,,,,Containers
639,20B06263X,8881112599,20200309,191690,0,5500149,0301001,,FS10028544,,,,,EXP5050,PT00009994,4006202,,,5241008,,,,,,,,,,,,,,,,,,,,Syringe
640,20B06363X,8881112599,20200311,191691,0,5500149,0301001,,FS10028544,,,,,EXP5050,PT00009994,4006202,,,5241008,,,,,,,,,,,,,,,,,,,,Syringe
641,20B06463X,4501820,20200210,191692,0,5000109,0301001,0400145,FS20004491,,,,,4230505,PT00009994,4101801,,,5241008,,,,,,,,,,,,,,,,,,,,Syringe
642,20B06763,V8985,20200319,191694,14580.000,CL63R1654,RM129,PT00062563,FS10003257,,,,PT00013692,,,,PT00012138,R5097,R4415,,,,,,,,,,,,,,,,,,,,Containers
643,20B06863X,8881112083,20200212,191695,0,5000109,0301001,,FS10017988,,,,,PT00033969,PT00009994,4101801,,,5241008,,,,,,,,,,,,,,,,,,,,Syringe
644,20B06963X,8881112083,20200212,191696,0,5000109,0301001,,FS10017988,,,,,PT00033969,PT00009994,4101801,,,5241008,,,,,,,,,,,,,,,,,,,,Syringe
645,20B07063X,8881112083,20200212,191697,0,5000109,0301001,,FS10017988,,,,,PT00033969,PT00009994,4101801,,,5241008,,,,,,,,,,,,,,,,,,,,Syringe
646,20B07363,31143798,20200415,191701,690.000,RM112,RM129,PT00062563,FS10006136,,,,WP4810,,,,PT00067912,,R4415,,,,,,,,,,,,,,,,,,,,Containers
647,20B07463,31144010,20200712,191702,68040.000,R1680,RM171,RM170,FS10006041,,,,WP7605,,,,PT00006643,,R4415,,,,,R1679,,,,,,,,,,,,,,,Containers
648,20B07563,31325410,20200324,191704,0,CL63R1774,RM129,PT00065936,FS20001322,,,PT00047934,,,,,CL63R98474A,,,,,,,,,,,,,,,,,,,,,,Containers
649,20B07663,31353611,20200429,191705,86897.508,,RM106,RM260,FS10006111,,,,PT00069525,,,,PT00067913,,R4415,,,,,,,,,,,,,,,,,,,,Containers
650,20B07763,85031,20200408,191706,14000.000,R1324D,RM106,RM170,FS10003083,,,,WP8510,,,,PT00006610,,R4415,,,,,,,,,,,,,,,,,,,,Containers
651,20B07863,8506SA,20200415,191707,95299.814,CL63R1776,RM171,,FS10003084,,,,,X98146,,,PT00006610,,R4415,,,,,,,,,,,,,,,,,,,,Containers
652,20B07963,8506Y,20200403,191708,94485.285,CL63R1776,RM171,RM260,FS10003085,,,,,X98146,,,PT00006610,,R4415,,,,,,,,,,,,,,,,,,,,Containers
653,20B08063,8507SA,20200406,191709,95299.813,CL63R1776,RM171,RM170,FS10003086,,,,,X98151,,,CL63R98334A,,PT00062605,,,,,,,,,,,,,,,,,,,,Containers
654,20B08263,8533Y,20200317,191711,71658.000,,RM004,RM260,FS10012536,,,,,,,,PT00006610,,R4415,,,,,,,,,,,,,PT00096177,,,,,,,Containers
655,20B08463,8870NB,20200226,191713,280.000,R1700,RM020,PT00065942,FS20002480,,,PT00006677,PT00013699,,,,CL63R98482,R5097,R4415,,,,,,,,,,,,,,,,,,,,Containers
656,20B08863,8970,20200415,191717,61040.000,R1528A,RM129,PT00065936,FS10002811,,,,WP8979,,,,PT00006610,,R4415,,,,,,,,,,,,,,,,,,,,Containers
657,20B08963,8979C,20200422,191718,5600.000,PT00044733,RM171,RM170,FS10003208,,,,WP8979,,,,PT00006610,,R4415,,,,,,,,,,,,,,,,,,,,Containers
658,20B09063,8980,20200408,191719,30420.000,R1644A,RM165,,FS10003210,,,,WP8980-C,,,,PT00012105,,R4415,,,,,,,,,,,,,,,,,,,,Containers
659,20B09263X,8881112083,20200213,191721,0,5000109,0301001,,FS10017988,,,,,PT00033969,PT00009994,4101801,,,5241008,,,,,,,,,,,,,,,,,,,,Syringe
660,20B09363X,8881112083,20200215,191722,0,5000109,0301001,,FS10017988,,,,,PT00033969,PT00009994,4101801,,,5241008,,,,,,,,,,,,,,,,,,,,Syringe
661,20B09463X,8881112083,20200219,191723,0,5000109,0301001,,FS10017988,,,,,PT00033969,PT00009994,4101801,,,5241008,,,,,,,,,,,,,,,,,,,,Syringe
662,20B09663X,8881412012,20200217,191726,0,5500149,0301001,,FS10020754,,,,,PT00033972,PT00009994,4101801,,,5241008,,,,,,,,,,,,,,,,,,,,Syringe
663,20B09763X,4502570,20200221,191727,0,5542735,0301001,,DC00056758,,,,,EXP5050,PT00009994,4001204,,,,,,,,,,,,,,,,,,,,,,,Syringe
664,20B09863X,4502570,20200221,191728,0,5542735,0301001,,DC00056758,,,,,EXP5050,PT00009994,4001204,,,,,,,,,,,,,,,,,,,,,,,Syringe
665,20B09963X,4502570,20200222,191729,0,5542735,0301001,,DC00056758,,,,,EXP5050,PT00009994,4001204,,,,,,,,,,,,,,,,,,,,,,,Syringe
666,20B10063X,4502570,20200223,191730,0,5542735,0301001,,DC00056758,,,,,EXP5050,PT00009994,4001204,,,,,,,,,,,,,,,,,,,,,,,Syringe
667,20B10163X,4502570,20200224,191731,0,5542735,0301001,,DC00056758,,,,,EXP5050,PT00009994,4001204,,,,,,,,,,,,,,,,,,,,,,,Syringe
668,20B10263X,4502570,20200224,191732,0,5542735,0301001,,DC00056758,,,,,EXP5050,PT00009994,4001204,,,,,,,,,,,,,,,,,,,,,,,Syringe
669,20B10363X,4502570,20200225,191733,0,5542735,0301001,,DC00056758,,,,,EXP5050,PT00009994,4001204,,,,,,,,,,,,,,,,,,,,,,,Syringe
670,20B10463X,4502570,20200226,191734,0,5542735,0301001,,DC00056758,,,,,EXP5050,PT00009994,4001204,,,,,,,,,,,,,,,,,,,,,,,Syringe
671,20B10563X,410S,20200217,191735,0,PT00006673,0301001,0400145,FS10028977,,,,,4230505,PT00009994,4101801,,,PT00006674,,,,,,,,,,,,,,,,,,,7777129656,Syringe
672,20B10663X,8881907465,20200218,191736,0,5000109,0301001,,FS10022250,,,,,4230505,PT00009994,4001801,,,5241008,,,,,,,,,,,,,,,,,,,,Syringe
673,20B10763X,8881907465,20200218,191737,0,5000109,0301001,,FS10022250,,,,,4230505,PT00009994,4001801,,,5241008,,,,,,,,,,,,,,,,,,,,Syringe
674,20B10863X,8881907465,20200221,191738,0,5000109,0301001,,FS10022250,,,,,4230505,PT00009994,4001801,,,5241008,,,,,,,,,,,,,,,,,,,,Syringe
675,20B10963X,8881907465,20200310,191739,0,5000109,0301001,,FS10022250,,,,,4230505,PT00009994,4001801,,,5241008,,,,,,,,,,,,,,,,,,,,Syringe
676,20B11063X,4502570,20200220,191740,0,5542735,0301001,,DC00056758,,,,,EXP5050,PT00009994,4001204,,,,,,,,,,,,,,,,,,,,,,,Syringe
677,20B11163X,4502570,20200221,191741,0,5542735,0301001,,DC00056758,,,,,EXP5050,PT00009994,4001204,,,,,,,,,,,,,,,,,,,,,,,Syringe
678,20B11263X,4502570,20200222,191742,0,5542735,0301001,,DC00056758,,,,,EXP5050,PT00009994,4001204,,,,,,,,,,,,,,,,,,,,,,,Syringe
679,20B11363X,4502570,20200226,191743,0,5542735,0301001,,DC00056758,,,,,EXP5050,PT00009994,4001204,,,,,,,,,,,,,,,,,,,,,,,Syringe
680,20B11463X,4502570,20200312,191744,0,5542735,0301001,,DC00056758,,,,,EXP5050,PT00009994,4001204,,,,,,,,,,,,,,,,,,,,,,,Syringe
